City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Natalio,PY,-26.7167,-55.0833,87.98,46,99,4.16,light rain
350,Mirandopolis,BR,-21.1336,-51.1017,92.64,31,16,6.67,few clouds
351,Yangambi,CD,0.8102,24.4336,91.18,37,85,2.82,overcast clouds
352,San Cristobal,VE,7.7669,-72.225,75.2,100,75,4.61,fog
353,Beloha,MG,-25.1667,45.05,76.51,73,43,10.38,light rain
354,Lebanon,US,36.2081,-86.2911,57.99,100,90,5.75,moderate rain
355,Zyryanka,RU,65.75,150.85,-13.14,95,100,4.5,overcast clouds
356,Acarau,BR,-2.8856,-40.12,80.22,78,81,4.09,broken clouds
357,Vung Tau,VN,10.346,107.0843,80.15,83,100,19.82,overcast clouds
358,Tezu,IN,27.9167,96.1667,73.9,20,23,5.37,few clouds
359,Mongo,TD,12.1844,18.693,98.56,14,8,8.21,clear sky
360,Erzin,TR,36.9559,36.2,59.0,39,4,4.09,clear sky
361,Sao Filipe,CV,14.8961,-24.4956,71.04,73,3,12.3,clear sky
362,Methoni,GR,36.8197,21.7049,61.0,48,40,5.75,scattered clouds
363,Assiniboia,CA,49.6334,-105.9845,24.8,93,72,3.44,broken clouds
364,Dudinka,RU,69.4058,86.1778,14.05,92,100,7.56,overcast clouds
365,Luang Prabang,LA,19.8856,102.1347,82.22,35,43,1.66,scattered clouds
366,Charyshskoye,RU,51.3978,83.5598,34.12,93,91,4.25,overcast clouds
367,Suwannaphum,TH,15.6035,103.8021,90.0,62,87,3.44,overcast clouds
368,Kudahuvadhoo,MV,2.6708,72.8944,80.02,79,100,5.06,overcast clouds
369,Verkhneyarkeyevo,RU,55.4505,54.3145,34.16,89,100,14.34,overcast clouds
370,Marawi,PH,7.9986,124.2928,77.0,90,100,5.01,overcast clouds
371,Teguise,ES,29.0605,-13.564,71.6,73,40,11.5,scattered clouds
372,Utena,LT,55.5,25.6,53.06,53,82,10.96,broken clouds
373,La Ronge,CA,55.1001,-105.2842,8.6,85,83,3.44,broken clouds
374,Bantry,IE,51.6833,-9.45,51.8,66,75,23.02,moderate rain
375,Kibaya,TZ,-5.3,36.5667,59.04,95,100,4.07,overcast clouds
376,Antalaha,MG,-14.9003,50.2788,79.86,85,99,7.81,light rain
377,Dicabisagan,PH,17.0818,122.4157,76.77,87,78,3.31,broken clouds
378,Gweru,ZW,-19.45,29.8167,77.34,32,2,8.43,clear sky
379,Newark,US,40.7357,-74.1724,61.0,44,20,9.22,few clouds
380,Plainview,US,40.7765,-73.4673,59.0,47,1,8.05,clear sky
381,La Tuque,CA,47.4334,-72.7824,32.0,86,63,2.3,broken clouds
382,Manali,IN,13.1667,80.2667,84.2,70,40,5.75,scattered clouds
383,Mar Del Plata,AR,-38.0023,-57.5575,64.99,77,75,25.32,broken clouds
384,Dunedin,NZ,-45.8742,170.5036,62.01,70,93,1.01,light rain
385,Hobyo,SO,5.3505,48.5268,81.79,73,22,15.52,few clouds
386,Laguna,US,38.421,-121.4238,50.0,76,1,3.18,clear sky
387,Joao Pinheiro,BR,-17.7425,-46.1725,83.52,39,9,4.72,clear sky
388,Morro Bay,US,35.3658,-120.8499,51.01,81,1,4.52,clear sky
389,Am Timan,TD,11.0297,20.2827,99.84,21,3,6.24,clear sky
390,Bratsk,RU,56.1325,101.6142,24.8,68,21,4.47,few clouds
391,San Quintin,MX,30.4833,-115.95,57.78,59,0,3.11,clear sky
392,Bengkulu,ID,-3.8004,102.2655,77.81,88,100,5.06,heavy intensity rain
393,Ust-Koksa,RU,50.2696,85.6108,25.88,94,96,0.13,overcast clouds
394,Erdaojiang,CN,41.7764,126.0319,43.39,84,87,0.74,overcast clouds
395,Hirara,JP,24.8,125.2833,74.17,84,34,14.23,scattered clouds
396,Tura,IN,25.5198,90.2201,73.44,12,0,3.67,clear sky
397,Tjome,NO,59.1109,10.3933,48.99,76,40,5.75,scattered clouds
398,Nhulunbuy,AU,-12.2333,136.7667,80.6,94,75,6.91,broken clouds
399,Lichinga,MZ,-13.3128,35.2406,75.2,64,75,8.05,light rain
400,Turayf,SA,31.6725,38.6637,60.8,27,0,9.22,clear sky
401,Yilan,TW,24.757,121.753,75.0,99,0,1.05,clear sky
402,Desbiens,CA,48.4178,-71.9495,32.0,64,90,2.3,overcast clouds
403,Pitsunda,GE,43.1592,40.3378,48.2,66,75,11.18,broken clouds
404,Newport,GB,51.5877,-2.9984,52.0,65,88,3.0,overcast clouds
405,Araouane,ML,18.9048,-3.5265,95.77,4,0,13.67,clear sky
406,Uyuni,BO,-20.4597,-66.825,58.59,37,10,10.56,clear sky
407,Skagen,DK,57.7209,10.5839,43.0,91,94,15.01,overcast clouds
408,Nekrasovskiy,RU,56.0667,37.5,46.4,42,0,8.95,clear sky
409,Erenhot,CN,43.6475,111.9767,36.93,39,1,30.74,clear sky
410,Karksi-Nuia,EE,58.1033,25.5628,54.0,62,0,6.91,clear sky
411,Daru,PG,-9.0763,143.2092,80.69,84,82,7.67,broken clouds
412,Soc Trang,VN,9.6033,105.98,80.6,89,20,5.75,few clouds
413,Bud,US,39.447,-86.1758,55.99,76,1,10.36,clear sky
414,Namatanai,PG,-3.6667,152.4333,79.3,79,100,9.73,light rain
415,Salina,US,38.8403,-97.6114,48.99,100,90,14.97,mist
416,Mullingar,IE,53.5333,-7.35,50.0,76,100,8.99,overcast clouds
417,Henties Bay,NA,-22.116,14.2845,66.0,87,4,10.0,clear sky
418,San Borja,BO,-14.8167,-66.85,80.6,87,97,3.56,moderate rain
419,Udachnyy,RU,66.4167,112.4,-5.62,99,46,3.62,scattered clouds
420,Hokitika,NZ,-42.7167,170.9667,61.52,97,100,11.45,overcast clouds
421,Sokolo,ML,14.7328,-6.1219,102.02,5,37,9.08,scattered clouds
422,Opuwo,NA,-18.0607,13.84,83.34,42,97,4.92,overcast clouds
423,Trofors,NO,65.5333,13.4063,42.8,70,40,9.22,scattered clouds
424,Ercis,TR,39.0287,43.3586,32.0,74,75,19.57,light snow
425,Saint-Joseph,RE,-21.3667,55.6167,78.8,89,90,3.44,light rain
426,Uhlove,UA,44.8215,33.6045,46.56,71,35,8.48,scattered clouds
427,Fare,PF,-16.7,-151.0167,82.76,72,68,23.47,light rain
428,Russell,US,32.3502,-85.1999,77.0,73,20,6.91,few clouds
429,Bayan,CN,46.0833,127.4,43.84,80,15,6.46,few clouds
430,San Rafael,AR,-34.6177,-68.3301,66.81,24,0,5.75,clear sky
431,Monte Alegre,BR,-2.0078,-54.0692,84.52,61,97,5.84,overcast clouds
432,Tateyama,JP,34.9833,139.8667,61.0,70,100,4.0,overcast clouds
433,Sherghati,IN,24.5667,84.7833,75.2,46,0,3.83,haze
434,Lask,PL,51.5906,19.1328,50.0,88,100,1.99,light rain
435,Warri,NG,5.5167,5.75,89.08,53,80,7.07,light rain
436,Lompoc,US,34.6391,-120.4579,48.99,93,1,4.61,clear sky
437,Ozinki,RU,51.1786,49.6769,33.06,99,100,7.74,overcast clouds
438,Upernavik,GL,72.7868,-56.1549,-24.25,68,0,2.39,clear sky
439,Kampong Thum,KH,12.7111,104.8887,85.91,44,100,6.93,overcast clouds
440,Fairbanks,US,64.8378,-147.7164,15.8,85,90,2.8,overcast clouds
441,Souillac,MU,-20.5167,57.5167,77.0,94,40,6.91,light rain
442,Touros,BR,-5.1989,-35.4608,84.2,74,40,12.66,scattered clouds
443,Bobon,PH,12.5246,124.5636,76.82,90,12,5.91,few clouds
444,Ayan,RU,56.45,138.1667,10.15,96,100,5.23,overcast clouds
445,Boa Vista,BR,2.8197,-60.6733,87.8,55,75,17.27,broken clouds
446,Bonnyville,CA,54.2668,-110.735,19.4,86,20,2.73,few clouds
447,Eureka,US,40.8021,-124.1637,39.2,100,1,3.44,clear sky
448,Witu,KE,-2.3889,40.4382,86.0,66,1,9.22,light rain
449,Bambanglipuro,ID,-7.95,110.2833,78.39,87,99,3.49,moderate rain
450,Ryotsu,JP,38.0833,138.4333,50.72,61,100,3.8,overcast clouds
451,Ucluelet,CA,48.9329,-125.5528,45.0,93,90,4.61,light intensity drizzle
452,Cabedelo,BR,-6.9811,-34.8339,84.2,74,75,5.75,broken clouds
453,Saint Anthony,US,45.0205,-93.218,46.0,76,90,4.61,overcast clouds
454,Bambous Virieux,MU,-20.3428,57.7575,82.0,94,40,6.91,light rain
455,Hwange,ZW,-18.3693,26.5019,86.22,37,69,4.92,broken clouds
456,Sorong,ID,-0.8833,131.25,77.29,91,100,5.39,overcast clouds
457,Richards Bay,ZA,-28.783,32.0377,73.08,84,13,13.82,light rain
458,Esperance,AU,-33.8667,121.9,62.6,72,100,11.5,overcast clouds
459,Sao Felix Do Xingu,BR,-6.6447,-51.995,85.71,58,100,3.38,overcast clouds
460,Mayo,US,38.8876,-76.5119,64.99,55,1,9.22,clear sky
461,Gladstone,AU,-23.85,151.25,73.4,78,14,3.44,light rain
462,Muisne,EC,0.6,-80.0333,80.6,89,90,8.05,overcast clouds
463,Melun,FR,48.5,2.75,53.6,54,90,16.11,overcast clouds
464,Mato Verde,BR,-15.3972,-42.8664,93.0,18,39,5.57,scattered clouds
465,Kysyl-Syr,RU,63.8986,122.7617,14.59,95,100,4.43,overcast clouds
466,Sibiti,CG,-3.6819,13.3499,83.64,60,100,4.76,light rain
467,Sur,OM,22.5667,59.5289,82.18,51,95,1.68,overcast clouds
468,Bosaso,SO,11.2842,49.1816,80.6,83,20,18.41,few clouds
469,Takehara,JP,34.3383,132.9167,60.8,67,90,4.61,overcast clouds
470,Walvis Bay,NA,-22.9575,14.5053,73.4,56,0,13.8,clear sky
471,Ajaccio,FR,42.0,8.9167,62.6,67,0,10.36,clear sky
472,Krasne,UA,49.9145,24.6134,60.8,33,0,8.95,clear sky
473,Barahona,DO,18.2085,-71.1008,82.4,65,20,13.8,few clouds
474,Rawson,AR,-43.3002,-65.1023,72.84,19,7,22.28,clear sky
475,Kaka,TM,37.3482,59.6143,63.9,63,16,5.75,few clouds
476,Kalush,UA,49.0119,24.3731,62.6,34,0,6.71,clear sky
477,Nuuk,GL,64.1835,-51.7216,-2.2,71,20,29.93,snow
478,Kataysk,RU,56.289,62.5841,32.38,87,100,11.05,overcast clouds
479,Guadalajara,MX,20.6667,-103.3333,68.0,23,1,0.89,clear sky
480,Vestmannaeyjar,IS,63.4427,-20.2734,28.4,93,20,46.04,snow
481,Languyan,PH,5.2618,120.0807,79.29,83,99,2.82,overcast clouds
482,Koulamoutou,GA,-1.1303,12.4736,80.6,78,40,4.41,scattered clouds
483,La Baule-Escoublac,FR,47.2922,-2.364,55.4,62,20,17.27,few clouds
484,Madridejos,ES,39.4682,-3.532,69.01,32,0,6.91,clear sky
485,Komsomolskiy,UZ,40.4272,71.7189,59.0,72,90,6.91,light rain
486,San Ramon,US,37.7799,-121.978,50.0,70,1,2.59,clear sky
487,Hamilton,US,39.1834,-84.5333,57.0,76,75,9.22,broken clouds
488,Kattivakkam,IN,13.2167,80.3167,84.2,70,40,5.75,scattered clouds
489,San Andres,CO,12.5847,-81.7006,84.2,65,20,13.8,few clouds
490,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.4,59,75,31.32,broken clouds
491,Saint Augustine,US,29.8947,-81.3145,82.0,88,40,8.05,haze
492,Kirishi,RU,59.4471,32.0205,37.89,93,98,3.4,overcast clouds
493,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.37,67,72,8.72,broken clouds
494,Kota Bahru,MY,6.1333,102.2386,82.4,83,20,3.44,few clouds
495,Port Hawkesbury,CA,45.6169,-61.3485,35.01,93,90,11.5,snow
496,Sokoni,TZ,-6.4333,39.55,86.0,66,40,13.8,scattered clouds
497,Bafoulabe,ML,13.8065,-10.8321,107.17,3,3,8.57,clear sky
498,Scottsbluff,US,41.8666,-103.6672,39.0,100,90,14.97,overcast clouds
499,Meulaboh,ID,4.1363,96.1285,76.12,94,100,5.88,moderate rain
500,Qaqortoq,GL,60.7167,-46.0333,8.6,43,20,1.14,few clouds
501,Yagodnoye,RU,62.55,149.6667,-18.0,91,20,5.08,few clouds
502,Maridi,SS,4.9158,29.4742,84.74,41,100,3.18,overcast clouds
503,San Carlos Del Zulia,VE,9.0,-71.9135,76.62,81,100,5.14,overcast clouds
504,Bardiyah,LY,31.7561,25.0865,58.1,48,8,14.47,clear sky
505,Lahaina,US,20.8783,-156.6825,69.8,88,1,11.5,clear sky
506,Pampierstad,ZA,-27.7832,24.6877,79.61,27,83,4.59,broken clouds
507,Yeppoon,AU,-23.1333,150.7333,73.4,83,1,3.47,clear sky
508,Asau,RO,46.4333,26.4,57.0,25,8,3.76,clear sky
509,Carutapera,BR,-1.195,-46.02,74.32,95,100,4.0,overcast clouds
510,Labuhan,ID,-6.8844,112.2051,80.6,81,85,4.41,overcast clouds
511,Mahanoro,MG,-19.9,48.8,79.63,83,4,4.12,light rain
512,Puerto Del Rosario,ES,28.5004,-13.8627,75.2,53,40,16.11,scattered clouds
513,Guanare,VE,9.0418,-69.7421,82.62,52,100,0.72,overcast clouds
514,Gourdon,FR,44.75,1.5,59.0,39,9,5.01,clear sky
515,Buraydah,SA,26.326,43.975,75.2,33,0,13.8,clear sky
516,Paita,PE,-5.0892,-81.1144,82.4,54,0,17.27,clear sky
517,Waddan,LY,29.1614,16.139,69.98,15,0,6.2,clear sky
518,Nabire,ID,-3.3667,135.4833,75.74,96,100,3.38,overcast clouds
519,Grindavik,IS,63.8424,-22.4338,28.4,54,90,35.68,light snow
520,Camacha,PT,33.0833,-16.3333,66.2,82,40,19.57,scattered clouds
521,Evensk,RU,61.95,159.2333,-8.16,87,14,9.48,few clouds
522,Maragogi,BR,-9.0122,-35.2225,83.28,68,71,9.57,broken clouds
523,Nakhon Phanom,TH,17.3333,104.4167,87.73,39,78,7.43,broken clouds
524,Santa Rosa,PH,14.3122,121.1114,82.4,74,20,6.91,few clouds
525,Lambarene,GA,-0.7001,10.2406,82.4,78,90,3.4,overcast clouds
526,Bandar-E Lengeh,IR,26.5579,54.8807,87.8,33,87,16.11,overcast clouds
527,Pemberton,CA,50.3164,-122.8027,46.0,93,90,4.16,overcast clouds
528,Madison,US,34.7334,-86.5667,72.0,83,90,9.42,overcast clouds
529,Norman Wells,CA,65.282,-126.8329,5.0,85,75,6.91,broken clouds
530,Mosquera,CO,4.7059,-74.2302,57.2,82,75,6.91,broken clouds
531,Rozkishne,UA,48.5074,39.3004,41.23,89,100,8.03,overcast clouds
532,Atasu,KZ,48.6814,71.6433,33.33,97,100,7.09,snow
533,Obzor,BG,42.8167,27.8833,55.4,33,0,12.66,clear sky
534,Grand Gaube,MU,-20.0064,57.6608,82.0,77,28,4.56,scattered clouds
535,Chiche,GT,15.0086,-91.065,68.0,55,0,4.65,clear sky
536,Bereda,ES,43.2686,-7.5406,64.0,46,0,10.0,clear sky
537,Westlock,CA,54.1502,-113.8688,32.0,93,83,4.61,broken clouds
538,Poso,ID,-1.3959,120.7524,82.0,79,100,2.35,heavy intensity rain
539,Port Keats,AU,-14.25,129.55,81.45,66,94,7.18,overcast clouds
540,Kahului,US,20.8947,-156.47,69.8,88,1,11.5,clear sky
541,Maxixe,MZ,-23.8597,35.3472,80.6,78,75,4.61,light rain
542,Duku,NG,11.2361,4.9073,101.14,8,20,8.79,few clouds
543,Capinzal,BR,-27.3436,-51.6119,82.17,58,100,4.7,light rain
544,Mbala,ZM,-8.8402,31.3659,67.73,80,53,2.84,light rain
545,Mitrofanovka,RU,49.9708,39.6939,36.61,97,100,6.2,light rain
546,Novopokrovka,UA,49.8425,36.5477,48.2,53,20,2.24,few clouds
547,Mogadishu,SO,2.0371,45.3438,84.2,65,20,16.11,few clouds
548,Navalmoral De La Mata,ES,39.8916,-5.5406,63.0,40,100,3.0,light rain
549,Aklavik,CA,68.2191,-135.0107,-14.8,84,100,5.66,overcast clouds
550,Nhamunda,BR,-2.1861,-56.7131,85.26,65,93,5.28,overcast clouds
551,Aykhal,RU,66.0,111.5,-2.63,100,29,5.99,scattered clouds
552,Westport,US,41.1415,-73.3579,59.0,50,1,11.5,clear sky
553,Negara,ID,-8.3151,114.6025,78.48,84,100,2.13,overcast clouds
554,Ugoofaaru,MV,5.6667,73.0,82.72,72,100,10.2,heavy intensity rain
555,Vostok,RU,46.4856,135.8833,33.19,98,100,4.52,overcast clouds
556,Nishihara,JP,26.1842,127.7558,73.4,83,75,13.8,broken clouds
557,Saldanha,ZA,-33.0117,17.9442,71.6,46,0,20.71,clear sky
558,Tahta,EG,26.7693,31.5021,73.4,20,0,21.85,clear sky
559,Pavilosta,LV,56.8879,21.1859,60.8,44,20,13.8,few clouds
560,Yarega,RU,63.4354,53.5765,23.27,90,59,4.25,broken clouds
561,Pangkalanbuun,ID,-2.6833,111.6167,75.13,96,98,1.28,overcast clouds
562,Praia,CV,14.9215,-23.5087,77.0,53,40,28.77,scattered clouds
563,Ilulissat,GL,69.2167,-51.1,-9.4,49,1,2.3,clear sky
564,Lubao,PH,14.9167,120.55,82.4,74,75,2.3,broken clouds
565,Port Blair,IN,11.6667,92.75,82.72,76,97,4.56,light rain
566,Severnyy,RU,50.677,36.5532,41.0,87,75,17.9,broken clouds
567,Bonthe,SL,7.5264,-12.505,85.6,66,68,12.37,broken clouds
568,Gizo,SB,-8.103,156.8419,82.24,75,33,7.4,scattered clouds
569,Konstantinovka,RU,49.6167,127.9833,36.45,92,100,3.62,overcast clouds
570,Batagay-Alyta,RU,67.8006,130.4114,-2.4,96,100,3.96,overcast clouds
571,Gavle,SE,60.6745,17.1417,55.99,51,100,8.99,overcast clouds
572,Barstow,US,34.8986,-117.0228,48.2,29,1,9.22,clear sky
573,Tricase,IT,39.9304,18.3553,64.4,82,40,6.91,scattered clouds
574,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,67,20,8.05,few clouds
575,Healdsburg,US,38.6105,-122.8692,46.99,93,1,2.28,clear sky
576,Kapuskasing,CA,49.4169,-82.4331,19.4,79,96,4.61,overcast clouds
577,Montepuez,MZ,-13.1256,38.9997,74.61,90,60,0.63,moderate rain
578,Portales,US,34.1862,-103.3344,51.8,40,1,17.27,clear sky
579,Najran,SA,17.4924,44.1277,91.4,9,0,6.91,clear sky
580,Severobaykalsk,RU,55.65,109.3167,14.23,84,64,8.46,broken clouds
581,Quang Ngai,VN,15.1167,108.8,73.18,94,100,4.41,overcast clouds
582,Gostyn,PL,51.8825,17.0123,55.0,67,80,14.7,broken clouds
583,Beipiao,CN,41.7919,120.7792,43.9,76,0,9.1,clear sky
584,Alcaniz,ES,41.05,-0.1333,55.99,76,25,5.01,scattered clouds
585,Ngunguru,NZ,-35.6167,174.5,66.99,84,100,10.0,light rain
586,Paramonga,PE,-10.6667,-77.8333,72.72,76,61,6.71,broken clouds
587,Hede,CN,33.7681,120.2517,52.74,91,61,5.99,broken clouds
588,Maceio,BR,-9.6658,-35.7353,78.8,94,75,12.66,mist
589,Nemuro,JP,43.3236,145.575,34.32,74,94,15.19,overcast clouds
590,Tocopilla,CL,-22.092,-70.1979,71.82,69,7,6.93,clear sky
591,Iki-Burul,RU,45.8208,44.6472,46.4,61,20,20.13,few clouds
592,Chabahar,IR,25.2919,60.643,78.75,74,59,11.16,broken clouds
593,San Policarpo,PH,12.1791,125.5072,80.44,82,80,10.42,broken clouds
594,Varel,DE,53.3969,8.1362,48.99,57,66,25.32,broken clouds
595,Hutchinson,US,38.0608,-97.9298,53.6,66,1,17.27,clear sky
596,Hovd,MN,48.0056,91.6419,31.14,28,100,2.3,overcast clouds
597,Baykit,RU,61.67,96.37,27.09,97,100,4.03,light snow
598,Krasnogvardeyskoye,RU,45.8456,41.5186,45.99,71,75,9.95,broken clouds
599,Palanga,LT,55.9175,21.0686,59.0,41,0,16.11,clear sky
600,West Helena,US,34.5507,-90.6418,73.4,94,100,10.36,overcast clouds
601,Bemidji,US,47.4736,-94.8803,35.01,100,90,6.91,light rain
602,Ibra,OM,22.6906,58.5334,84.85,27,87,12.12,overcast clouds
603,Abomsa,ET,9.9833,39.9833,81.5,15,2,13.65,clear sky
604,Xiuyan,CN,40.2928,123.2744,44.35,86,100,2.59,overcast clouds
605,Rio Grande,BR,-32.035,-52.0986,77.0,78,75,9.22,broken clouds
606,Chapais,CA,49.7834,-74.8492,26.6,59,1,4.61,clear sky
607,Ransang,PH,8.9603,117.5828,79.38,83,9,2.48,clear sky
608,Carballo,ES,43.213,-8.691,60.01,72,0,8.01,clear sky
609,Viransehir,TR,37.2353,39.7631,46.45,48,53,11.32,broken clouds
610,Clacton-On-Sea,GB,51.7897,1.156,51.01,50,98,8.01,overcast clouds
611,Colares,PT,38.7992,-9.4469,71.01,40,0,6.91,clear sky
612,Punta,PH,8.9897,125.34,75.6,89,75,5.17,broken clouds
613,Sayville,US,40.7359,-73.0821,57.99,44,1,6.91,clear sky
614,Bagdarin,RU,54.4333,113.6,17.08,89,98,4.9,overcast clouds
615,Maputo,MZ,-25.9653,32.5892,84.2,58,20,5.75,few clouds
616,Boulder,US,40.0833,-105.3505,39.99,56,1,5.75,clear sky
617,Lazaro Cardenas,MX,17.9583,-102.2,76.95,54,2,2.95,clear sky
618,Boralday,KZ,43.3578,76.8594,59.0,55,90,4.47,overcast clouds
619,Kushiro,JP,42.975,144.3747,34.0,81,97,8.95,overcast clouds
620,Oranjemund,NA,-28.55,16.4333,67.1,76,0,21.77,clear sky
621,Rovenki,UA,48.0833,39.3776,38.26,92,100,7.85,overcast clouds
622,Smithers,CA,54.7804,-127.1743,33.8,86,75,2.3,broken clouds
623,Kizilskoye,RU,52.7255,58.8937,20.39,93,82,5.79,broken clouds
624,Olafsvik,IS,64.8945,-23.7142,27.64,52,100,26.96,overcast clouds
625,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,64.99,98,100,1.99,light rain
626,Bundaberg,AU,-24.85,152.35,72.0,94,9,1.61,clear sky
627,Valparaiso,CL,-33.0393,-71.6273,69.8,46,0,4.61,clear sky
628,Arauco,CL,-37.2463,-73.3175,64.4,52,0,11.5,clear sky
629,Singkawang,ID,0.9,109.0,76.77,92,100,1.61,overcast clouds
630,Alyangula,AU,-13.8483,136.4192,82.65,78,94,9.75,overcast clouds
631,Marsh Harbour,BS,26.5412,-77.0636,76.86,75,11,16.58,few clouds
632,Lerwick,GB,60.1545,-1.1494,44.6,61,98,14.97,overcast clouds
633,San Jeronimo,PE,-11.9472,-75.2829,57.02,61,63,0.83,broken clouds
634,Buin,CL,-33.7333,-70.75,77.0,21,0,3.44,clear sky
635,Tambopata,PE,-12.7333,-69.1833,82.4,83,75,2.3,broken clouds
636,Inongo,CD,-1.95,18.2667,79.77,70,99,4.23,overcast clouds
637,Minnedosa,CA,50.2453,-99.8436,26.6,74,90,6.91,light snow
638,Mookane,BW,-23.688,26.6595,86.13,20,1,7.7,clear sky
639,Rodrigues Alves,BR,-7.738,-72.6509,82.4,89,75,3.44,broken clouds
640,Bandarbeyla,SO,9.4942,50.8122,80.2,75,24,13.38,few clouds
641,Vaitape,PF,-16.5167,-151.75,82.47,72,26,22.19,light rain
642,Arys,KZ,42.4252,68.795,55.4,94,75,4.47,broken clouds
643,Guymon,US,36.6828,-101.4816,48.2,61,1,14.97,clear sky
644,Luis Correia,BR,-2.8792,-41.6669,86.0,70,40,8.05,scattered clouds
645,Ayagoz,KZ,47.9714,80.4392,36.43,99,100,2.44,overcast clouds
646,Asfi,MA,32.2994,-9.2372,69.89,52,64,10.0,broken clouds
647,Santa Cruz,BO,-17.8,-63.1667,87.8,69,90,8.05,overcast clouds
648,Victor Harbor,AU,-35.5667,138.6167,57.99,93,2,5.82,clear sky
649,Castrillon,ES,43.3979,-6.7922,64.0,71,20,11.5,few clouds
650,Hambantota,LK,6.1241,81.1185,77.0,100,40,6.26,scattered clouds
651,Chaumont,FR,48.1167,5.1333,51.01,51,100,5.99,overcast clouds
652,Rancho Palos Verdes,US,33.7445,-118.387,54.0,85,0,3.0,clear sky
653,Jiangyou,CN,31.7667,104.7167,61.59,68,32,1.48,scattered clouds
654,Nokaneng,BW,-19.6667,22.2667,79.81,53,98,6.44,overcast clouds
655,Makat,KZ,47.6469,53.3463,35.37,98,100,9.86,overcast clouds
656,Puerto Escondido,MX,15.85,-97.0667,78.8,100,1,4.61,clear sky
657,Harlingen,US,26.1906,-97.6961,78.8,78,90,17.27,overcast clouds
658,Yeniseysk,RU,58.4497,92.1703,29.21,96,100,6.24,light snow
659,Mollendo,PE,-17.0231,-72.0147,71.96,76,100,6.38,overcast clouds
660,Alanya,TR,36.5438,31.9998,59.0,38,0,4.61,clear sky
661,Alto Araguaia,BR,-17.3147,-53.2153,83.55,41,34,7.4,scattered clouds
662,Nisia Floresta,BR,-6.0911,-35.2086,84.2,74,40,12.66,scattered clouds
663,Tamasane,BW,-22.4184,27.4013,91.4,29,20,4.61,few clouds
664,Babag,PH,7.7311,126.0708,73.65,94,97,3.47,overcast clouds
665,Uglegorsk,RU,49.0833,142.0333,30.29,90,100,7.02,overcast clouds
666,San Felipe,VE,10.3399,-68.7425,78.01,68,100,8.23,overcast clouds
667,Kuala Terengganu,MY,5.3302,103.1408,82.4,83,20,3.44,few clouds
668,Mao,ES,39.8885,4.2658,60.8,63,0,23.02,clear sky
669,Ambulu,ID,-8.345,113.6058,77.65,89,100,3.53,overcast clouds
670,Temirtau,KZ,50.0544,72.9483,33.8,86,75,11.18,broken clouds
671,Port Augusta,AU,-32.5,137.7667,57.2,82,6,5.75,clear sky
672,Honningsvag,NO,70.9821,25.9704,38.48,80,98,11.61,overcast clouds
673,Chumikan,RU,54.7183,135.315,15.42,96,100,3.98,overcast clouds
674,Brigantine,US,39.4101,-74.3646,64.4,45,1,6.91,clear sky
675,Raudeberg,NO,61.9875,5.1352,44.01,81,45,21.79,scattered clouds
676,Dali,CN,25.7,100.1833,54.64,31,0,5.93,clear sky
677,Sorland,NO,67.667,12.6934,39.2,93,75,13.8,broken clouds
678,Jalingo,NG,8.8833,11.3667,101.12,9,72,9.37,broken clouds
679,Pilar,BR,-9.5972,-35.9567,78.8,94,75,12.66,mist
680,Shenjiamen,CN,29.9576,122.298,56.66,98,100,8.03,moderate rain
681,Olinda,BR,-8.0089,-34.8553,82.4,65,40,9.22,scattered clouds
682,Birao,CF,10.2849,22.7882,98.71,7,67,11.14,broken clouds
683,Champerico,GT,14.3,-91.9167,84.2,65,0,5.01,clear sky
684,Ahuimanu,US,21.4447,-157.8378,73.4,78,20,5.75,few clouds
685,Garh Maharaja,PK,30.8339,71.9053,83.68,24,1,6.78,clear sky
686,Tsaratanana,MG,-16.7833,47.65,76.53,88,19,3.36,light rain
687,Hampton,US,37.0299,-76.3452,66.2,52,1,9.22,clear sky
688,Khandyga,RU,62.6667,135.6,13.77,97,100,2.75,overcast clouds
