City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
460,Berezovyy,100,RU,2021-03-28 16:56:37,97,51.6667,135.7,29.84,3.38
461,Mokhotlong,44,LS,2021-03-28 16:56:38,66,-29.2894,29.0675,52.74,5.23
462,Narsipatnam,4,IN,2021-03-28 16:56:38,80,17.6667,82.6167,77.86,1.39
463,Whitehorse,40,CA,2021-03-28 16:56:38,45,60.7161,-135.0538,15.8,17.27
464,Iracoubo,96,GF,2021-03-28 16:56:39,81,5.4802,-53.2011,80.71,15.03
465,Camenca,100,MD,2021-03-28 16:56:39,91,48.0319,28.6978,37.0,17.76
466,Remanso,96,BR,2021-03-28 16:56:39,38,-9.6179,-42.0831,87.24,3.22
467,Flinders,58,AU,2021-03-28 16:56:40,85,-34.5833,150.8552,59.0,1.01
468,Orlik,88,RU,2021-03-28 16:56:40,86,52.5178,99.825,7.93,2.55
469,Kokopo,98,PG,2021-03-28 16:56:40,79,-4.352,152.2633,77.4,3.06
470,Toledo,59,ES,2021-03-28 16:56:41,25,39.8333,-4.0,72.0,17.65
471,Rundu,82,NA,2021-03-28 16:56:41,76,-17.9333,19.7667,69.37,3.98
472,Wichita Falls,1,US,2021-03-28 16:56:41,41,33.9137,-98.4934,64.0,8.63
473,Nemuro,100,JP,2021-03-28 16:56:42,96,43.3236,145.575,40.48,34.72
474,Klaksvik,75,FO,2021-03-28 16:56:42,87,62.2266,-6.589,39.2,24.16
475,Pascagoula,75,US,2021-03-28 16:56:42,74,30.3658,-88.5561,81.0,9.22
476,Bamboo,20,JM,2021-03-28 16:56:42,78,18.3922,-77.2643,87.01,18.41
477,Srednekolymsk,90,RU,2021-03-28 16:56:43,100,67.45,153.6833,-17.91,3.71
478,Matam,0,SN,2021-03-28 16:56:43,9,15.6175,-13.3303,113.0,4.61
479,Praia,20,CV,2021-03-28 16:55:28,60,14.9215,-23.5087,73.4,27.63
480,Bandarbeyla,74,SO,2021-03-28 16:56:43,71,9.4942,50.8122,79.79,7.36
481,Mount Isa,1,AU,2021-03-28 16:56:44,31,-20.7333,139.5,78.8,14.97
482,Francisco Beltrao,91,BR,2021-03-28 16:56:44,77,-26.0811,-53.055,76.84,6.42
483,Opuwo,87,NA,2021-03-28 16:56:44,52,-18.0607,13.84,77.25,2.39
484,Taguatinga,77,BR,2021-03-28 16:56:45,24,-12.3857,-46.5711,94.87,3.36
485,New Ulm,1,US,2021-03-28 16:56:45,48,44.3125,-94.4605,39.0,16.11
486,Port Augusta,0,AU,2021-03-28 16:56:45,77,-32.5,137.7667,62.6,5.75
487,Yarmouth,90,US,2021-03-28 16:56:45,87,41.7057,-70.2286,48.0,14.97
488,Bereda,0,ES,2021-03-28 16:56:46,37,43.2686,-7.5406,71.6,6.91
489,Luba,20,GQ,2021-03-28 16:56:46,74,3.4568,8.5547,86.0,12.66
490,Barentu,88,ER,2021-03-28 16:56:46,39,15.1139,37.5928,80.04,15.41
491,Soro,4,IN,2021-03-28 16:56:47,69,21.2881,86.6858,77.92,8.84
492,Mayo,90,US,2021-03-28 16:56:47,100,38.8876,-76.5119,62.01,13.8
493,Codrington,35,AU,2021-03-28 16:56:47,90,-38.2667,141.9667,58.03,5.64
494,Corsicana,1,US,2021-03-28 16:56:47,48,32.0954,-96.4689,64.99,10.36
495,Najran,0,SA,2021-03-28 16:56:48,15,17.4924,44.1277,84.2,8.05
496,Peskovka,49,RU,2021-03-28 16:56:48,99,59.0448,52.3606,20.77,4.61
497,Sur,98,OM,2021-03-28 16:53:31,38,22.5667,59.5289,84.24,5.91
498,Herat,0,AF,2021-03-28 16:52:07,50,34.5,62.0,51.8,9.22
499,Nathdwara,2,IN,2021-03-28 16:56:49,13,24.9333,73.8167,83.44,11.41
500,Wenzhou,7,CN,2021-03-28 16:56:49,94,27.9994,120.6668,66.0,1.95
501,Lakhimpur,0,IN,2021-03-28 16:56:49,16,27.95,80.7667,80.56,4.36
502,Yaritagua,97,VE,2021-03-28 16:56:50,49,10.08,-69.1261,85.75,5.75
503,Uruacu,100,BR,2021-03-28 16:56:50,46,-14.5247,-49.1408,87.13,1.99
504,Bairiki,40,KI,2021-03-28 16:56:50,94,1.3292,172.9752,75.2,6.91
505,Zemio,78,CF,2021-03-28 16:56:51,41,5.0314,25.1361,83.12,3.38
506,Guayaramerin,40,BO,2021-03-28 16:56:51,74,-10.8368,-65.3614,84.2,5.75
507,Lensk,100,RU,2021-03-28 16:56:51,96,60.7253,114.9278,17.08,3.62
508,Bela,2,IN,2021-03-28 16:56:51,11,25.9333,81.9833,82.26,4.21
509,Kalinovskaya,0,RU,2021-03-28 16:56:52,61,43.5758,45.5192,46.4,6.71
510,Alamosa,1,US,2021-03-28 16:56:52,44,37.4695,-105.87,37.4,3.44
511,Katangli,86,RU,2021-03-28 16:56:52,98,51.7102,143.2326,24.26,5.39
